STATE,COUNTY,GRASS PLANTINGS INTROD(CP1),GRASS PLANTINGS NATIVE (CP2),TREE PLANTINGS SOFTWOODS (CP3),TREE PLANTINGS LONGLEAF PINE (CP3A),TREE PLANTINGS HARDWOODS (CP3A),WILDLIFE HABITAT (CP4D),WILDLIFE CORRIDORS (CP4B),"FIELD
WINDBREAKS
(CP5)","DIVERSIONS
& EROSION
CONTROL
STRUC.
(CP6&CP7)","GRASS
WATERWAYS
(CP8)","SHALLOW
WATER FOR
WILDLIFE
(CP9)","EXISTING
GRASS
(CP10)","EXISTING
TREES
(CP11)","WILDLIFE
FOOD
PLOTS
(CP12)","CONTOUR
GRASS
STRIPS
(CP15)","SHELTER-
BELTS
(CP16)","LIVING
SNOW
FENCES
(CP17)","SALINITY
REDUCING
VEGETATION
(CP18)","FILTER-
STRIPS
(CP21)","RIPARIAN
BUFFERS
3/
(CP22)",WETLAND RESTORATION (CP23) ,WETLAND RESTORATION FLOODPLAIN (CP23) ,WETLAND RESTORATION NON-FLOODPLAIN (CP23A),"CROSS
WIND TRAP
STRIPS
(CP24)","RARE AND
DECLINING
HABITAT
(CP25)","FARMABLE WETLAND
PROGRAM 6 WETLAND (CP27)","FARMABLE WETLAND
PROGRAM BUFFER (CP28)","MARGINAL PASTURE
BUFFERS WILDLIFE (CP29)","MARGINAL PASTURE
BUFFERS WETLAND (CP30)","BOTTOMLAND
HARDWOOD
TREES
(CP31)","UPLAND
BIRD
HABITAT
BUFFERS
(CP33)","LONGLEAF
PINE
(CP36)","DUCK
NESTING
HABITAT
(CP37)","STATE
ACRES FOR
WILDLIFE
ENHANCEMENT
(CP38)",FARMABLE WETLAND PROGRAM CONSTRUCTED WETLANDS (CP39),FARMABLE WETLAND PROGRAM AQUACULTURE WETLANDS (CP40),FARMABLE WETLAND PROGRAM FLOODED PRAIRIE WETLANDS (CP41) ,"POLLINATOR
HABITAT 8/
(CP42)","PRAIRIE STRIPS
(CP43)","CRP
GRASSLANDS - 
INTRODUCED
GRASSES
(CP87)","CRP
GRASSLANDS - 
NATIVE
GRASSES
(CP88)","SOIL HEALTH PERRENIAL CONSERV. COVER
(CP90)",TOTAL
COLORADO,RIO GRANDE,,"1,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,116"
COLORADO,ROUTT,"2,716",502,,,,768,,,,4,,,,,,,,,,164,,,,,,,,,,,,,,"2,230",,,,,,,"3,258",,"9,642"
COLORADO,SAGUACHE,,"4,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,009"
COLORADO,SAN MIGUEL,"1,787","1,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,"2,855"
COLORADO,SEDGWICK,543,"1,868",,,,"1,254",,109,,30,,,,16,,174,8,,1,13,,,745,,,,,,,,165,,,"5,882",,,,"2,383",,,"14,793",,"27,983"
COLORADO,WASHINGTON,"10,094","54,494",,,,"19,466",,56,,34,,,,0,,13,,,,,,,75,,,,,,,,,,,341,,,,631,,,"138,225",,"223,428"
COLORADO,WELD,"18,200","120,742",,,,"2,098",,5,,,,,,,,10,,,,,,,,,439,,,,,,24,,,"9,983",,,,979,,144,"94,831",,"247,454"
COLORADO,YUMA,"3,831","50,140",,,,"10,386",,161,,,,,,5,,86,5,,,,,,,,321,,,,,,,,,"5,493",,,,957,,,"173,965",,"245,350"
DELAWARE,KENT,,,0,0,767,130,,,,,135,,,,,,,,190,13,,89,13,,,,,,,,,,,,,,,1,,,,,"1,339"
DELAWARE,NEW CASTLE,,,,,,21,,,,1,5,,,,,,,,59,2,,,,,,,,,,,,,,,,,,,,,,,89
DELAWARE,SUSSEX,,,0,0,"1,155",122,,,,,21,,,,,,,,30,38,,17,67,,,,,,,,,,,,,,,,,,,,"1,450"
FLORIDA,CALHOUN,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,161,,,201
FLORIDA,CITRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,53
FLORIDA,COLUMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,78
FLORIDA,ESCAMBIA,,,292,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,450
FLORIDA,GULF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,78
FLORIDA,HAMILTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,79
FLORIDA,HOLMES,,,454,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
FLORIDA,JACKSON,,,230,85,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,939,,,,,,,,,,,"1,255"
FLORIDA,JEFFERSON,,,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,99
FLORIDA,LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,445
FLORIDA,MADISON,,,209,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,9,,,,,,,,,523
FLORIDA,OKALOOSA,,2,468,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,556
FLORIDA,SANTA ROSA,,,382,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,17,,,629
FLORIDA,SUMTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,645
FLORIDA,WALTON,8,,675,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,67,,,824
FLORIDA,WASHINGTON,,,124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
GEORGIA,APPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,002",,8,,,,,,,,,"1,010"
GEORGIA,ATKINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,71
GEORGIA,BACON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,17,,,,,,,,,306
GEORGIA,BAKER,,,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,185
GEORGIA,BANKS,,,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
GEORGIA,BARTOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,976,,"1,051"
GEORGIA,BEN HILL,,,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,904,,55,,,,,,,,,991
GEORGIA,BERRIEN,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,,630
GEORGIA,BLECKLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,236
GEORGIA,BROOKS,,,"1,296",69,0,,,,,,,,,13,,,,,,,,,,,,,,,,,,"2,683",,"1,313",,,,,,,,,"5,373"
GEORGIA,BRYAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,54
GEORGIA,BULLOCH,,,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,"2,414",,857,,,,,,,,,"3,351"
GEORGIA,BURKE,,,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,654,,,,,,,,,,,746
GEORGIA,BUTTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,91
GEORGIA,CALHOUN,,,596,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,281",,"1,028",,,,,,,,,"3,974"
GEORGIA,CANDLER,,,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,194",,771,,,,,,,,,"2,000"
GEORGIA,CARROLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,534,,547
GEORGIA,CATOOSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,246
GEORGIA,CHATTOOGA,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,"1,212",,"1,235"
GEORGIA,CHEROKEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,36
GEORGIA,CLARKE,12,,327,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338
GEORGIA,CLAY,,,740,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,924,,58,,,,,,,,,"1,806"
GEORGIA,COFFEE,,,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,734",,79,,,,,,,,,"1,838"
GEORGIA,COLQUITT,,,697,76,0,,,,,,,,,3,,,,,,,,,,,,,,,,,8,"2,462",,67,,,,1,,,,,"3,313"
GEORGIA,COOK,,,65,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,853
GEORGIA,COWETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,199
GEORGIA,CRAWFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,38
GEORGIA,CRISP,,,103,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,082",,131,,,,,,303,,,"3,703"
GEORGIA,DAWSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,42
GEORGIA,DECATUR,,,636,73,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,"1,155",,615,,,,,,,,,"2,486"
GEORGIA,DODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,743",,,,,,,,,,,"2,743"
GEORGIA,DOOLY,,,378,239,0,,,,,,,,,,,,,,113,,,,,,,,,,,,,"4,718",,"1,644",,,,,,,,,"7,092"
GEORGIA,DOUGHERTY,,,85,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,132,,35,,,,,,,,,283
GEORGIA,EARLY,,,"1,391",241,0,6,,,,,,,,5,,,,,,17,,,,,,,,,,,85,"3,442",,478,,,,,,,228,,"5,891"
GEORGIA,ECHOLS,,,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,91,,,,,,,,,212
GEORGIA,ELBERT,,,54,0,0,8,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,66
GEORGIA,EMANUEL,,,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6,"2,242",,577,,,,,,,,,"2,875"
GEORGIA,EVANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,142,,58,,,,,,,,,203
GEORGIA,FLOYD,,,78,0,0,2,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,"1,468",,"1,608"
GEORGIA,FRANKLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,94
GEORGIA,FULTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24
GEORGIA,GLASCOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,29,,,,,,,,,144
GEORGIA,GORDON,,,,,,,,,,,13,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,"1,935",,"1,977"
GEORGIA,GRADY,,,989,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,855",,"1,403",,,,,,,346,,"4,780"
GEORGIA,GREENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,91
GEORGIA,HABERSHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,166
GEORGIA,HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,,497
GEORGIA,HANCOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,75
GEORGIA,HARALSON,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,86,,89
GEORGIA,HARRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,184,,,,,,,,,289
GEORGIA,HEARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,346
GEORGIA,HOUSTON,,,116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,81,,,,,,,,,316
GEORGIA,IRWIN,,,123,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,951",,128,,,,,,,,,"2,209"
GEORGIA,JASPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,139",,"1,139"
GEORGIA,JEFF DAVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,,,,,,,,,621
GEORGIA,JEFFERSON,,,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,367
GEORGIA,JENKINS,45,,65,37,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,366,,35,,,,,,,,,584
GEORGIA,JOHNSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,925
GEORGIA,JONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,41
GEORGIA,LAMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,104
GEORGIA,LANIER,,,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,99,,,,,,,,,308
GEORGIA,LAURENS,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,646",,,,,,,,,,,"2,649"
GEORGIA,LEE,,,447,385,0,24,,,,,,,,,,,,,2,,,,,,,,,,,,22,"3,560",,212,,,,,,,110,,"4,761"
GEORGIA,LINCOLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,337,,,342
GEORGIA,LOWNDES,,,342,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,446,,62,,,,,,,,,923
GEORGIA,MACON,,,"1,027",0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,"1,967",,269,,,,,,,20,,"3,293"
GEORGIA,MADISON,4,,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
GEORGIA,MARION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,130,,,,,,,523,,744
GEORGIA,MERIWETHER,,,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,424,,536
GEORGIA,MILLER,,,35,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,587,,,,,,,,,118,,870
GEORGIA,MITCHELL,,,723,144,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,"1,172",,413,,,,,,,,,"2,454"
GEORGIA,MONROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,231,,305
GEORGIA,MONTGOMERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,402
GEORGIA,MORGAN,,,56,0,0,21,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,"1,108",,"1,187"
GEORGIA,MURRAY,,,3,0,0,,,,,,,,,,,,,,57,96,,,,,,,,,,,,,,,,,,,,,873,,"1,030"
GEORGIA,OCONEE,28,,213,0,0,25,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,311
GEORGIA,OGLETHORPE,,,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
GEORGIA,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,113,,,,,,,,,208
GEORGIA,PICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,76
GEORGIA,PIERCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,153
GEORGIA,PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,42,,,,,,,53,,343
GEORGIA,POLK,,,16,0,0,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,"1,087",,"1,114"
GEORGIA,PULASKI,130,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,625,,58,,,,,,,,,815
GEORGIA,PUTNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,548
GEORGIA,QUITMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,35,,,,,,,,,235
GEORGIA,RANDOLPH,,,"1,488",158,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,"1,809",,266,,,,,,,,,"3,781"
GEORGIA,SCHLEY,,,126,49,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,422,,150,,,,,,,,,749
GEORGIA,SCREVEN,,,50,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,715",,21,,,,,,,,,"1,802"
GEORGIA,SEMINOLE,33,,33,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,,513
GEORGIA,STEWART,,,401,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,158",,,,,,,,,61,,"1,644"
GEORGIA,SUMTER,,,573,52,0,,,,,,,,,3,,,,,,,,,,,,,,,,,,"4,095",,"2,121",,,,,,,14,,"6,858"
GEORGIA,TALBOT,,,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,221
GEORGIA,TALIAFERRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,94
GEORGIA,TATTNALL,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,230,,,,,,,,,"1,144"
GEORGIA,TAYLOR,,,263,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,121,,,,,,150,262,,"1,126"
GEORGIA,TELFAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,157",,117,,,,,,,,,"1,275"
GEORGIA,TERRELL,,12,"1,984",462,0,290,,,,,,,,1,,,,,5,118,,,,,,,,,,,134,"4,164",,"4,220",,,,,,200,434,,"12,023"
GEORGIA,THOMAS,,,"1,270",276,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,"2,060",,769,,,,,,,,,"4,375"
GEORGIA,TIFT,,,76,289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,961
GEORGIA,TOOMBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,519,,,,,,,,,,,524
GEORGIA,TREUTLEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,18
GEORGIA,TURNER,,,257,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,951",,150,,,,,,,,,"5,406"
GEORGIA,TWIGGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,53
GEORGIA,UPSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,34,,122
GEORGIA,WALKER,,,,,,,,,,,,,,,,,,,,16,,,,,,,,26,,,,,,,,,,,,,664,,706
GEORGIA,WALTON,,49,248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,335
GEORGIA,WARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,36,,,,,,,,,192
GEORGIA,WASHINGTON,,,39,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,604,,,,,,,,,,,699
GEORGIA,WAYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,154
GEORGIA,WEBSTER,,,205,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,033",,140,,,,,,,,,"1,445"
GEORGIA,WHEELER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,434
GEORGIA,WHITFIELD,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,352,,395
GEORGIA,WILCOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,988",,134,,,,,,,,,"2,122"
GEORGIA,WILKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,40,,312
GEORGIA,WILKINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,284
GEORGIA,WORTH,,,594,897,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,"2,131",,172,,,,,,,,,"3,796"
HAWAII,HAWAII,,,0,0,13,,,,,,,,,,,,,,,"1,163",,,,,,,,,,,,,,,,,,,,,"5,142",,"6,318"
HAWAII,HONOLULU,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,84
HAWAII,MAUI,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7
IDAHO,ADAMS,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,11
IDAHO,BANNOCK,"8,982",439,,,,"2,734",,,,,,,,,,5,,,,491,,,,,,,,,,,,,,"30,276",,,,"1,303",,,133,,"44,364"
IDAHO,BEAR LAKE,"6,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,376"
IDAHO,BENEWAH,"1,712",,891,0,0,,,9,,,,,,,,,,,61,6,,,,,,,,,,,,,,566,,,,,,,,,"3,245"
IDAHO,BINGHAM,"6,593","2,868",,,,275,,,,,,,,,,,,,,78,,,,,,,,,,,,,,"2,532",,,,,,,,,"12,346"
IDAHO,BLAINE,314,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394
IDAHO,BOISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,522,,535
IDAHO,BONNER,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,33
IDAHO,BONNEVILLE,"12,339","1,050",,,,"1,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,313",,,,,,,,,"21,075"
IDAHO,CAMAS,,,,,,581,,,,,,,,,,,,,,87,,375,,,,,,,,,,,,,,,,32,,,,,"1,075"
IDAHO,CARIBOU,"16,056",,,,,,,,,,,,,,,,,,,103,,,,,,,,17,,,,,,"6,757",,,,263,,,210,,"23,407"
IDAHO,CASSIA,"11,230","2,317",,,,"8,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,704",,,,910,,,,,"25,328"
IDAHO,CLARK,713,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,938
IDAHO,CLEARWATER,663,,203,0,0,6,,,,,,,,,,,,,25,245,,,,,,,,18,,,,,,8,,,,,,,,,"1,167"
IDAHO,CUSTER,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,64
IDAHO,ELMORE,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
IDAHO,FRANKLIN,"14,349",,,,,"1,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,567",,,,,,,,,"17,386"
IDAHO,FREMONT,"7,507","1,143",,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,830",,,,,,,474,,"15,132"
IDAHO,GEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,28
IDAHO,IDAHO,"2,454",,114,0,0,,,,,,20,,,,,3,,,22,112,,,,,,,,21,,,,,,70,,,,,,,,,"2,815"
IDAHO,JEFFERSON,15,93,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
IDAHO,JEROME,,337,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357
IDAHO,KOOTENAI,"1,355",135,627,0,0,30,,,,,,,,,,,,,52,100,,,,,,,,,,,,,,203,,,,,,,,,"2,502"
IDAHO,LATAH,"6,226",151,"1,569",0,0,620,,,,,,,,1,,1,,,107,58,,,25,,41,,,,,,,,,"1,662",,,,11,,,,,"10,472"
IDAHO,LEMHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,200
IDAHO,LEWIS,"3,916",72,101,0,0,109,,,,,,,,,,1,,,191,,,,,,,,,,14,,,,,164,,,,,,,,,"4,567"
IDAHO,LINCOLN,,913,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,091"
IDAHO,MADISON,"6,984",,,,,305,,7,,,,,,,,,,,,,,,,,,,,,,,,,,"3,102",,,,,,,,,"10,398"
IDAHO,MINIDOKA,,"1,196",,,,"1,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,465"
IDAHO,NEZ PERCE,"5,318",,402,0,0,222,,2,,,,,,,,,,,108,14,,,,,,4,2,,,,,,,256,,,,,,,,,"6,328"
IDAHO,ONEIDA,"16,881",21,,,,"1,021",,1,,,,,,,,,,,,,,,,,,,,,,,,,,"10,499",,,,378,,,"2,344",,"31,145"
IDAHO,OWYHEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,396",,"2,396"
IDAHO,POWER,"15,981","1,060",,,,"14,397",,,,,,,,,,,,,8,691,,,,,,,,,,,,,,"44,644",,,,88,,,"34,337",,"111,207"
IDAHO,TETON,443,298,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,279,,"1,614"
IDAHO,TWIN FALLS,61,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
IDAHO,WASHINGTON,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,552",,"5,678"
ILLINOIS,ADAMS,"6,652",851,0,0,242,"3,326",1,21,,13,33,,,98,,,,,199,765,,109,,,,,,,,46,260,,,31,,,,"1,362",19,,,,"14,029"
ILLINOIS,ALEXANDER,280,15,,,,,,,,3,17,,,7,,,,,156,"1,043",,,,,,,,,,,,,,19,,,,143,,,,,"1,684"
ILLINOIS,BOND,"1,496",269,0,0,135,175,,,,7,26,,,27,,,,,222,"2,850",,,,,,3,2,,,16,289,,,154,,,,436,101,,,,"6,207"
ILLINOIS,BOONE,,40,17,0,18,16,,3,,244,2,,,,,,,,120,22,,186,62,,,,,,,,7,,,,,,,30,14,,,,780
ILLINOIS,BROWN,"4,956","1,080",0,0,127,"1,237",,,,11,5,,,105,,0,,,330,"1,097",,420,,,,,,,,,656,,,210,,,,"1,235",115,,,,"11,585"
ILLINOIS,BUREAU,"1,840",714,31,0,124,764,,28,,"1,323",24,,8,79,6,18,,,"2,579",41,,"1,169",692,,,,0,25,,,610,,,358,9,,,"1,798",79,,,,"12,318"
ILLINOIS,CALHOUN,"5,940",729,0,0,204,437,,,,9,69,,,160,,,,,57,785,,110,,,,,,,,55,106,,,22,,,,275,43,,,,"8,998"
ILLINOIS,CARROLL,"3,534","1,093",10,0,150,"1,258",,6,,765,67,,,70,37,2,,,"1,221",205,,"1,082",12,,11,,,,,71,55,,,279,,,,272,18,,,,"10,219"
ILLINOIS,CASS,"1,383","1,798",0,0,33,"2,620",,,,161,,,,54,,,,,190,252,,817,,,,,,,,,474,,,227,,,,"4,104",22,,,,"12,135"
ILLINOIS,CHAMPAIGN,,74,0,0,29,18,,147,,980,94,,,5,16,,1,,"4,283","1,090",,174,61,,14,12,29,,,,656,,,135,,,,"1,157",139,,,,"9,112"
ILLINOIS,CHRISTIAN,29,280,0,0,249,"1,128",,1,,270,27,,,5,,,,,"1,158","1,713",,102,,,,,,,,,336,,,152,,,,"2,169",94,,,,"7,712"
ILLINOIS,CLARK,257,250,0,0,124,38,,5,,49,19,,,12,,,,,"2,411",914,,55,7,,,,,,,187,996,,,63,,,,"2,967",534,,,,"8,889"
